,Name,Sales,Dollar Volume,Average Price,Median Price,New listings,SNLR,Active listings,MI,Avg SP/LP,Avg DOM,year,month
3907,Toronto East,584,"$488,506,180","$836,483","$800,000",805,67.4%,439,1.2,109%,16.0,20,2
3908,Toronto E01,46,"$53,171,582","$1,155,904","$1,110,500",63,70.9%,29,0.8,114%,11.0,20,2
3909,Toronto E02,49,"$59,992,685","$1,224,341","$1,081,000",81,62.1%,43,1.0,111%,13.0,20,2
3910,Toronto E03,54,"$58,484,620","$1,083,049","$1,035,000",82,63.2%,51,1.2,117%,14.0,20,2
3911,Toronto E04,72,"$54,536,286","$757,448","$796,500",88,69.0%,46,1.2,108%,20.0,20,2
3912,Toronto E05,53,"$42,301,549","$798,142","$696,800",68,71.3%,39,1.3,106%,25.0,20,2
3913,Toronto E06,30,"$25,328,100","$844,270","$800,000",57,58.4%,35,1.6,108%,11.0,20,2
3914,Toronto E07,56,"$35,809,788","$639,461","$527,500",76,73.1%,36,1.3,106%,12.0,20,2
3915,Toronto E08,39,"$29,208,098","$748,926","$668,000",61,59.7%,52,1.8,103%,19.0,20,2
3916,Toronto E09,78,"$54,243,601","$695,431","$723,051",101,73.7%,34,0.9,108%,12.0,20,2
3917,Toronto E10,42,"$35,302,271","$840,530","$867,650",49,61.8%,37,1.8,104%,31.0,20,2
3918,TREB Total,"8,012","$7,232,268,944","$902,680","$785,000","14,424",60.1%,"10,676",1.9,103%,17.0,20,3
3919,City of Toronto Total,"2,771","$2,737,158,052","$987,787","$800,000","4,900",63.0%,"3,373",1.6,104%,16.0,20,3
3920,Toronto West,758,"$673,952,538","$889,119","$764,850","1,298",66.1%,849,1.4,105%,15.0,20,3
3921,Toronto W01,62,"$69,151,248","$1,115,343","$828,000",103,73.1%,47,0.9,112%,8.0,20,3
3922,Toronto W02,66,"$75,598,849","$1,145,437","$1,089,500",103,70.7%,55,0.9,109%,9.0,20,3
3923,Toronto W03,56,"$48,964,186","$874,360","$851,250",97,64.5%,52,1.2,108%,10.0,20,3
3924,Toronto W04,79,"$55,736,510","$705,525","$641,000",140,62.3%,103,1.7,107%,17.0,20,3
3925,Toronto W05,103,"$72,110,795","$700,105","$658,000",151,67.5%,102,1.6,104%,12.0,20,3
3926,Toronto W06,136,"$108,957,725","$801,160","$704,000",251,64.0%,187,1.7,103%,21.0,20,3
3927,Toronto W07,21,"$24,570,012","$1,170,001","$1,200,000",43,59.7%,25,1.5,105%,9.0,20,3
3928,Toronto W08,135,"$147,294,996","$1,091,074","$709,990",258,64.7%,175,1.5,103%,17.0,20,3
3929,Toronto W09,42,"$36,498,515","$869,012","$812,500",69,63.8%,55,1.6,104%,23.0,20,3
3930,Toronto W10,58,"$35,069,702","$604,650","$538,250",83,72.2%,48,1.3,104%,16.0,20,3
3931,Toronto Central,"1,310","$1,432,467,940","$1,093,487","$798,500","2,411",59.3%,"1,889",1.9,102%,20.0,20,3
3932,Toronto C01,385,"$348,204,724","$904,428","$750,000",772,62.9%,532,1.5,104%,19.0,20,3
3933,Toronto C02,53,"$98,577,246","$1,859,948","$1,200,000",112,54.9%,109,2.1,99%,13.0,20,3
3934,Toronto C03,38,"$58,747,500","$1,545,987","$1,242,500",81,58.8%,61,1.7,102%,16.0,20,3
3935,Toronto C04,70,"$135,387,335","$1,934,105","$1,841,500",109,53.3%,94,2.2,101%,23.0,20,3
3936,Toronto C06,27,"$23,182,889","$858,626","$675,000",67,53.7%,53,2.2,106%,26.0,20,3
3937,Toronto C07,90,"$101,848,910","$1,131,655","$876,500",173,54.2%,119,2.4,102%,19.0,20,3
3938,Toronto C08,185,"$154,504,097","$835,157","$706,011",358,63.4%,257,1.4,103%,19.0,20,3
3939,Toronto C09,18,"$29,190,313","$1,621,684","$1,075,000",30,59.7%,38,2.0,101%,48.0,20,3
3940,Toronto C10,50,"$49,620,700","$992,414","$807,500",93,64.2%,64,1.4,102%,18.0,20,3
3941,Toronto C11,34,"$30,362,000","$893,000","$575,000",64,65.8%,58,1.3,104%,22.0,20,3
3942,Toronto C12,38,"$96,230,904","$2,532,392","$2,175,000",51,33.0%,122,6.7,95%,33.0,20,3
3943,Toronto C13,70,"$80,081,100","$1,144,016","$965,000",104,61.1%,83,2.0,101%,20.0,20,3
3944,Toronto C14,111,"$110,192,765","$992,728","$780,000",163,56.6%,131,2.3,102%,26.0,20,3
3945,Toronto C15,141,"$116,337,457","$825,088","$680,000",234,63.0%,168,1.8,104%,19.0,20,3
3946,Toronto East,703,"$630,737,574","$897,208","$850,000","1,191",67.1%,635,1.2,109%,10.0,20,3
3947,Toronto E01,69,"$81,854,271","$1,186,294","$1,140,000",112,70.3%,47,0.7,113%,7.0,20,3
3948,Toronto E02,68,"$85,677,084","$1,259,957","$1,299,500",132,60.4%,70,1.0,111%,7.0,20,3
3949,Toronto E03,75,"$85,155,602","$1,135,408","$1,085,000",115,63.7%,66,1.1,112%,14.0,20,3
3950,Toronto E04,90,"$70,687,300","$785,414","$822,500",138,68.9%,66,1.2,108%,10.0,20,3
3951,Toronto E05,62,"$47,681,900","$769,063","$682,500",112,70.8%,56,1.3,108%,9.0,20,3
3952,Toronto E06,29,"$27,061,000","$933,138","$805,000",50,58.0%,35,1.6,108%,11.0,20,3
3953,Toronto E07,67,"$48,156,964","$718,761","$593,000",99,73.8%,43,1.2,110%,9.0,20,3
3954,Toronto E08,46,"$39,012,100","$848,089","$855,000",93,58.9%,73,1.8,103%,12.0,20,3
3955,Toronto E09,82,"$59,308,863","$723,279","$766,500",142,73.9%,66,0.9,108%,10.0,20,3
3956,Toronto E10,52,"$43,771,314","$841,756","$770,551",95,61.7%,61,1.7,104%,14.0,20,3
3957,TREB Total,"2,975","$2,443,640,524","$821,392","$732,000","6,174",60.4%,"10,561",1.9,98%,24.0,20,4
3958,City of Toronto Total,"1,036","$913,155,503","$881,424","$749,950","2,223",63.0%,"3,470",1.6,99%,20.0,20,4
3959,Toronto West,289,"$245,373,096","$849,042","$770,000",544,66.4%,860,1.5,99%,21.0,20,4
3960,Toronto W01,21,"$30,229,000","$1,439,476","$1,550,000",36,73.6%,49,0.9,96%,16.0,20,4
3961,Toronto W02,38,"$40,365,383","$1,062,247","$1,047,500",57,71.0%,56,0.9,102%,18.0,20,4
3962,Toronto W03,22,"$17,524,300","$796,559","$799,000",29,66.5%,48,1.2,101%,20.0,20,4
3963,Toronto W04,32,"$23,647,900","$738,997","$680,250",51,63.2%,97,1.8,100%,27.0,20,4
3964,Toronto W05,41,"$27,118,687","$661,431","$680,000",65,68.9%,94,1.6,99%,18.0,20,4
3965,Toronto W06,45,"$36,122,937","$802,732","$720,000",100,63.8%,189,1.8,100%,24.0,20,4
3966,Toronto W07,4,"$4,047,000","$1,011,750","$1,007,500",16,60.4%,30,1.6,97%,15.0,20,4
3967,Toronto W08,51,"$45,684,499","$895,774","$842,500",118,64.5%,187,1.6,99%,20.0,20,4
3968,Toronto W09,14,"$9,641,000","$688,643","$615,000",35,61.1%,63,1.7,99%,23.0,20,4
3969,Toronto W10,21,"$10,992,390","$523,447","$470,000",37,72.4%,47,1.3,98%,21.0,20,4
3970,Toronto Central,433,"$401,392,872","$927,004","$703,000","1,149",58.9%,"2,015",1.9,98%,23.0,20,4
3971,Toronto C01,122,"$91,778,110","$752,280","$688,000",371,61.6%,598,1.6,100%,20.0,20,4
3972,Toronto C02,11,"$14,053,900","$1,277,627","$1,170,000",52,54.0%,117,2.2,94%,34.0,20,4
3973,Toronto C03,16,"$24,238,554","$1,514,910","$1,202,500",25,58.0%,51,1.8,97%,18.0,20,4
3974,Toronto C04,15,"$23,729,799","$1,581,987","$1,800,000",42,54.2%,93,2.2,100%,23.0,20,4
3975,Toronto C06,14,"$15,634,800","$1,116,771","$1,105,000",21,54.8%,41,2.3,97%,26.0,20,4
3976,Toronto C07,23,"$24,421,300","$1,061,796","$900,000",66,54.7%,132,2.5,99%,26.0,20,4
3977,Toronto C08,83,"$60,980,267","$734,702","$618,000",200,62.2%,288,1.5,98%,26.0,20,4
3978,Toronto C09,5,"$9,082,100","$1,816,420","$1,905,000",17,59.0%,37,2.2,96%,20.0,20,4
3979,Toronto C10,26,"$26,292,504","$1,011,250","$700,000",87,62.9%,90,1.4,98%,25.0,20,4
3980,Toronto C11,10,"$7,940,000","$794,000","$492,500",25,64.7%,59,1.5,100%,21.0,20,4
3981,Toronto C12,6,"$11,757,500","$1,959,583","$1,579,250",26,33.4%,111,7.1,91%,20.0,20,4
3982,Toronto C13,12,"$8,712,000","$726,000","$627,500",31,60.9%,81,2.0,98%,22.0,20,4
3983,Toronto C14,37,"$32,869,950","$888,377","$650,000",76,57.2%,136,2.4,100%,28.0,20,4
3984,Toronto C15,53,"$49,902,088","$941,549","$678,000",110,63.2%,181,1.8,98%,25.0,20,4
3985,Toronto East,314,"$266,389,535","$848,374","$798,250",530,67.7%,595,1.2,100%,16.0,20,4
3986,Toronto E01,30,"$34,993,032","$1,166,434","$1,107,514",52,71.0%,47,0.7,100%,14.0,20,4
3987,Toronto E02,46,"$54,374,898","$1,182,063","$1,087,000",67,62.0%,53,1.0,99%,14.0,20,4
3988,Toronto E03,39,"$39,379,424","$1,009,729","$950,000",65,65.4%,59,1.1,102%,12.0,20,4
3989,Toronto E04,46,"$30,151,999","$655,478","$725,000",60,70.0%,55,1.1,101%,18.0,20,4
3990,Toronto E05,17,"$13,097,800","$770,459","$680,000",35,71.4%,63,1.3,106%,13.0,20,4
3991,Toronto E06,14,"$11,667,900","$833,421","$813,000",30,59.2%,38,1.7,98%,16.0,20,4
3992,Toronto E07,24,"$13,577,500","$565,729","$529,500",37,74.7%,38,1.2,101%,16.0,20,4
3993,Toronto E08,20,"$15,737,401","$786,870","$812,500",43,59.4%,68,1.9,99%,23.0,20,4
3994,Toronto E09,43,"$30,061,293","$699,100","$740,105",62,73.5%,61,0.9,100%,16.0,20,4
3995,Toronto E10,16,"$11,321,900","$707,619","$710,500",35,62.0%,62,1.8,97%,20.0,20,4
3996,TREB Total,"4,606","$3,977,734,910","$863,599","$754,500","9,104",61.1%,"11,448",1.9,99%,32.0,20,5
3997,City of Toronto Total,"1,491","$1,424,311,443","$955,273","$785,000","3,312",62.7%,"4,009",1.7,100%,27.0,20,5
3998,Toronto West,430,"$385,285,933","$896,014","$780,000",878,66.1%,"1,011",1.5,101%,25.0,20,5
3999,Toronto W01,26,"$36,736,532","$1,412,944","$1,272,500",61,68.6%,58,1.1,99%,29.0,20,5
4000,Toronto W02,48,"$57,591,399","$1,199,821","$1,187,500",81,71.5%,62,1.0,104%,14.0,20,5
4001,Toronto W03,31,"$27,641,838","$891,672","$875,000",62,64.9%,60,1.3,102%,22.0,20,5
4002,Toronto W04,36,"$24,325,248","$675,701","$637,000",98,61.9%,124,1.8,100%,22.0,20,5
4003,Toronto W05,46,"$31,972,516","$695,055","$725,000",92,69.1%,114,1.6,99%,27.0,20,5
4004,Toronto W06,82,"$66,017,003","$805,085","$732,500",198,63.5%,243,1.8,102%,30.0,20,5
4005,Toronto W07,14,"$17,202,000","$1,228,714","$1,200,000",13,63.0%,22,1.6,100%,23.0,20,5
4006,Toronto W08,95,"$85,757,094","$902,706","$640,000",155,65.3%,197,1.6,99%,27.0,20,5
4007,Toronto W09,25,"$20,702,538","$828,102","$831,700",47,64.0%,62,1.7,103%,27.0,20,5
4008,Toronto W10,27,"$17,339,765","$642,214","$665,000",71,71.0%,69,1.3,100%,20.0,20,5
4009,Toronto Central,674,"$693,860,628","$1,029,467","$746,694","1,772",58.3%,"2,356",2.0,98%,30.0,20,5
4010,Toronto C01,219,"$181,196,927","$827,383","$690,000",634,59.4%,764,1.7,99%,27.0,20,5
4011,Toronto C02,27,"$41,373,354","$1,532,346","$1,290,000",103,51.7%,147,2.5,101%,37.0,20,5
4012,Toronto C03,16,"$37,588,035","$2,349,252","$1,440,000",55,57.9%,72,1.9,97%,16.0,20,5
4013,Toronto C04,29,"$51,351,221","$1,770,732","$1,690,000",72,53.3%,95,2.4,99%,35.0,20,5
4014,Toronto C06,13,"$13,162,000","$1,012,462","$1,210,000",33,56.1%,49,2.2,97%,29.0,20,5
4015,Toronto C07,40,"$46,518,500","$1,162,963","$950,000",86,56.8%,143,2.4,95%,48.0,20,5
4016,Toronto C08,98,"$81,133,099","$827,889","$732,500",269,60.4%,338,1.6,98%,30.0,20,5
4017,Toronto C09,10,"$23,116,500","$2,311,650","$2,520,000",25,58.2%,44,2.4,97%,40.0,20,5
4018,Toronto C10,48,"$43,409,788","$904,371","$730,500",88,62.8%,96,1.5,99%,22.0,20,5
4019,Toronto C11,21,"$22,930,250","$1,091,917","$590,000",45,62.3%,62,1.7,99%,30.0,20,5
4020,Toronto C12,11,"$25,638,000","$2,330,727","$1,610,000",47,34.2%,109,7.2,95%,39.0,20,5
4021,Toronto C13,38,"$34,966,288","$920,165","$618,000",60,62.3%,79,2.0,97%,34.0,20,5
4022,Toronto C14,41,"$39,590,300","$965,617","$690,000",120,58.9%,167,2.3,99%,27.0,20,5
4023,Toronto C15,63,"$51,886,366","$823,593","$650,000",135,64.0%,191,1.8,98%,29.0,20,5
4024,Toronto East,387,"$345,164,882","$891,899","$830,000",662,68.2%,642,1.2,101%,25.0,20,5
4025,Toronto E01,43,"$51,436,235","$1,196,192","$1,145,000",66,71.5%,50,0.8,106%,16.0,20,5
4026,Toronto E02,33,"$42,463,514","$1,286,773","$1,175,000",72,60.2%,53,1.1,102%,20.0,20,5
4027,Toronto E03,53,"$57,013,482","$1,075,726","$1,107,500",92,64.9%,79,1.1,103%,15.0,20,5
4028,Toronto E04,38,"$30,973,000","$815,079","$822,500",57,71.0%,59,1.1,101%,29.0,20,5
4029,Toronto E05,42,"$31,260,688","$744,302","$645,500",70,72.1%,64,1.3,99%,33.0,20,5
4030,Toronto E06,20,"$20,771,332","$1,038,567","$964,500",36,59.2%,41,1.7,100%,27.0,20,5
4031,Toronto E07,28,"$19,810,800","$707,529","$638,000",47,75.6%,44,1.2,103%,21.0,20,5
4032,Toronto E08,24,"$19,999,980","$833,333","$797,500",59,60.2%,77,1.9,97%,37.0,20,5
4033,Toronto E09,45,"$30,630,801","$680,684","$766,500",60,75.2%,60,0.9,101%,29.0,20,5
4034,Toronto E10,28,"$20,686,250","$738,795","$743,750",43,63.7%,56,1.8,98%,33.0,20,5
4035,TREB Total,"8,701","$8,099,494,944","$930,869","$795,000","16,153",60.8%,"14,001",1.9,100%,26.0,20,6
4036,City of Toronto Total,"2,830","$2,892,650,632","$1,022,138","$815,000","6,144",60.9%,"5,331",1.7,101%,22.0,20,6
4037,Toronto West,797,"$750,939,156","$942,207","$799,000","1,448",64.8%,"1,217",1.5,102%,24.0,20,6
4038,Toronto W01,69,"$80,686,436","$1,169,369","$975,000",121,66.2%,75,1.1,105%,21.0,20,6
4039,Toronto W02,98,"$110,023,625","$1,122,690","$1,087,500",145,71.1%,76,0.9,106%,14.0,20,6
4040,Toronto W03,50,"$44,373,417","$887,468","$881,500",74,66.2%,60,1.2,103%,20.0,20,6
4041,Toronto W04,78,"$58,089,208","$744,733","$663,000",160,59.7%,147,1.8,100%,27.0,20,6
4042,Toronto W05,81,"$53,206,860","$656,875","$645,000",145,68.1%,136,1.6,99%,29.0,20,6
4043,Toronto W06,161,"$135,495,087","$841,584","$750,000",316,61.9%,304,1.8,101%,21.0,20,6
4044,Toronto W07,16,"$20,542,000","$1,283,875","$1,291,250",35,61.0%,28,1.6,101%,23.0,20,6
4045,Toronto W08,152,"$178,552,195","$1,174,685","$735,500",279,63.8%,236,1.6,100%,25.0,20,6
4046,Toronto W09,33,"$30,514,126","$924,670","$950,000",65,60.8%,68,1.8,102%,34.0,20,6
4047,Toronto W10,59,"$39,456,202","$668,749","$700,000",108,71.2%,87,1.3,100%,32.0,20,6
4048,Toronto Central,"1,281","$1,445,172,400","$1,128,160","$789,000","3,330",55.8%,"3,230",2.1,100%,24.0,20,6
4049,Toronto C01,389,"$330,919,427","$850,693","$725,000","1,103",55.6%,"1,057",1.8,101%,24.0,20,6
4050,Toronto C02,83,"$127,135,062","$1,531,748","$1,275,000",209,50.1%,203,2.5,100%,28.0,20,6
4051,Toronto C03,49,"$115,110,408","$2,349,192","$1,325,000",102,56.3%,90,2.0,96%,29.0,20,6
4052,Toronto C04,67,"$131,836,616","$1,967,711","$1,800,000",170,52.7%,144,2.3,101%,23.0,20,6
4053,Toronto C06,25,"$23,834,800","$953,392","$680,000",62,53.9%,63,2.3,100%,25.0,20,6
4054,Toronto C07,65,"$56,977,538","$876,578","$697,000",168,56.2%,179,2.3,99%,21.0,20,6
4055,Toronto C08,174,"$139,694,632","$802,843","$692,750",542,55.4%,498,1.8,100%,25.0,20,6
4056,Toronto C09,22,"$47,509,400","$2,159,518","$1,975,000",53,54.5%,61,2.5,99%,30.0,20,6
4057,Toronto C10,76,"$79,440,576","$1,045,271","$779,500",141,61.0%,117,1.5,102%,23.0,20,6
4058,Toronto C11,46,"$65,740,060","$1,429,132","$1,125,000",82,59.8%,74,1.8,101%,18.0,20,6
4059,Toronto C12,34,"$87,090,888","$2,561,497","$2,500,000",101,35.8%,129,6.6,95%,32.0,20,6
4060,Toronto C13,59,"$62,073,999","$1,052,102","$830,000",133,60.7%,119,2.0,100%,18.0,20,6
4061,Toronto C14,87,"$78,666,062","$904,208","$695,000",219,57.8%,233,2.3,98%,23.0,20,6
4062,Toronto C15,105,"$99,142,932","$944,218","$675,800",245,62.0%,263,1.9,99%,26.0,20,6
4063,Toronto East,752,"$696,539,076","$926,249","$855,278","1,366",67.7%,884,1.2,104%,17.0,20,6
4064,Toronto E01,80,"$97,175,239","$1,214,690","$1,202,500",149,68.4%,75,0.8,113%,10.0,20,6
4065,Toronto E02,72,"$92,546,520","$1,285,368","$1,187,461",129,57.5%,78,1.1,104%,16.0,20,6
4066,Toronto E03,89,"$101,957,189","$1,145,586","$1,081,014",161,65.1%,97,1.1,107%,11.0,20,6
4067,Toronto E04,97,"$77,977,732","$803,894","$800,000",174,71.3%,95,1.1,101%,16.0,20,6
4068,Toronto E05,61,"$48,035,176","$787,462","$710,000",121,71.4%,97,1.2,102%,18.0,20,6
4069,Toronto E06,37,"$42,450,750","$1,147,318","$890,000",65,59.4%,47,1.7,102%,20.0,20,6
4070,Toronto E07,49,"$34,744,400","$709,069","$630,000",115,74.6%,82,1.1,105%,18.0,20,6
4071,Toronto E08,63,"$54,988,489","$872,833","$820,000",121,59.8%,98,1.8,100%,25.0,20,6
4072,Toronto E09,77,"$51,450,553","$668,189","$687,500",137,75.2%,85,0.9,102%,22.0,20,6
4073,Toronto E10,58,"$50,540,100","$871,381","$878,500",88,65.2%,63,1.7,101%,20.0,20,6
4074,TREB Total,"11,081","$10,457,254,121","$943,710","$810,000","17,956",61.0%,"15,018",1.8,101%,25.0,20,7
4075,City of Toronto Total,"3,577","$3,638,954,125","$1,017,320","$810,000","6,930",59.2%,"6,129",1.7,102%,23.0,20,7
4076,Toronto West,"1,018","$960,650,536","$943,665","$820,000","1,726",63.6%,"1,381",1.5,102%,22.0,20,7
4077,Toronto W01,78,"$97,677,626","$1,252,277","$1,085,119",130,64.7%,79,1.1,104%,18.0,20,7
4078,Toronto W02,127,"$152,482,785","$1,200,652","$1,175,000",159,71.9%,66,0.9,108%,16.0,20,7
4079,Toronto W03,65,"$59,713,400","$918,668","$880,000",91,66.6%,58,1.2,104%,19.0,20,7
4080,Toronto W04,98,"$74,844,055","$763,715","$690,000",181,58.8%,161,1.8,100%,23.0,20,7
4081,Toronto W05,125,"$87,540,950","$700,328","$749,500",194,67.7%,164,1.5,100%,24.0,20,7
4082,Toronto W06,184,"$158,010,354","$858,752","$720,000",351,59.8%,335,1.8,100%,25.0,20,7
4083,Toronto W07,26,"$36,676,400","$1,410,631","$1,334,000",37,62.3%,30,1.5,102%,17.0,20,7
4084,Toronto W08,181,"$194,807,065","$1,076,282","$750,000",358,60.9%,304,1.6,101%,25.0,20,7
4085,Toronto W09,49,"$44,148,450","$900,989","$960,000",76,59.7%,72,1.8,101%,25.0,20,7
4086,Toronto W10,85,"$54,749,451","$644,111","$570,000",149,69.6%,112,1.3,102%,20.0,20,7
4087,Toronto Central,"1,590","$1,794,203,526","$1,128,430","$767,000","3,715",53.3%,"3,796",2.1,100%,26.0,20,7
4088,Toronto C01,478,"$396,104,269","$828,670","$725,000","1,352",51.4%,"1,321",2.0,102%,24.0,20,7
4089,Toronto C02,80,"$147,234,443","$1,840,431","$1,397,000",201,47.3%,241,2.6,98%,33.0,20,7
4090,Toronto C03,68,"$97,858,644","$1,439,098","$1,155,000",103,57.3%,96,1.9,103%,26.0,20,7
4091,Toronto C04,76,"$166,660,246","$2,192,898","$1,941,500",137,51.7%,137,2.3,99%,26.0,20,7
4092,Toronto C06,44,"$44,608,118","$1,013,821","$877,500",74,53.4%,68,2.2,101%,33.0,20,7
4093,Toronto C07,86,"$107,530,629","$1,250,356","$880,500",201,54.2%,206,2.3,100%,28.0,20,7
4094,Toronto C08,220,"$182,879,546","$831,271","$730,000",570,51.7%,595,1.9,100%,24.0,20,7
4095,Toronto C09,23,"$74,532,000","$3,240,522","$2,700,000",57,51.7%,72,2.5,98%,28.0,20,7
4096,Toronto C10,79,"$73,276,832","$927,555","$689,000",159,58.1%,136,1.6,101%,25.0,20,7
4097,Toronto C11,62,"$74,298,036","$1,198,355","$857,500",77,62.2%,61,1.6,101%,20.0,20,7
4098,Toronto C12,36,"$107,664,252","$2,990,674","$2,275,000",88,35.8%,148,6.2,95%,48.0,20,7
4099,Toronto C13,76,"$81,214,201","$1,068,608","$761,000",138,59.1%,128,2.0,98%,26.0,20,7
4100,Toronto C14,116,"$115,721,056","$997,595","$651,000",282,56.3%,309,2.3,98%,27.0,20,7
4101,Toronto C15,146,"$124,621,254","$853,570","$667,250",276,61.7%,278,1.8,100%,25.0,20,7
4102,Toronto East,969,"$884,100,063","$912,384","$856,000","1,489",67.4%,952,1.1,105%,18.0,20,7
4103,Toronto E01,100,"$124,226,864","$1,242,269","$1,185,000",146,67.4%,65,0.8,112%,12.0,20,7
4104,Toronto E02,94,"$116,762,472","$1,242,154","$1,250,000",139,57.4%,70,1.1,106%,17.0,20,7
4105,Toronto E03,107,"$123,010,173","$1,149,628","$1,122,000",174,64.6%,107,1.1,106%,19.0,20,7
4106,Toronto E04,112,"$85,652,745","$764,757","$774,000",160,71.6%,101,1.0,105%,16.0,20,7
4107,Toronto E05,97,"$78,339,439","$807,623","$718,000",148,69.8%,107,1.2,102%,22.0,20,7
4108,Toronto E06,39,"$38,160,200","$978,467","$916,000",80,60.0%,63,1.6,99%,20.0,20,7
4109,Toronto E07,80,"$55,465,576","$693,320","$575,000",146,72.3%,105,1.1,103%,18.0,20,7
4110,Toronto E08,71,"$58,992,789","$830,884","$785,000",102,61.6%,86,1.7,101%,24.0,20,7
4111,Toronto E09,114,"$83,514,067","$732,580","$803,500",167,73.5%,98,0.8,105%,16.0,20,7
4112,Toronto E10,59,"$52,794,438","$894,821","$855,000",99,66.2%,75,1.6,102%,22.0,20,7
4113,TREB Total,"10,775","$10,251,376,755","$951,404","$821,000","18,491",60.3%,"16,662",1.7,101%,24.0,20,8
4114,City of Toronto Total,"3,365","$3,407,083,747","$1,012,506","$815,000","7,391",56.6%,"7,211",1.7,102%,24.0,20,8
4115,Toronto West,939,"$851,147,040","$906,440","$802,700","1,733",61.9%,"1,557",1.5,103%,23.0,20,8
4116,Toronto W01,50,"$47,119,500","$942,390","$738,750",113,61.1%,97,1.1,108%,20.0,20,8
4117,Toronto W02,90,"$103,366,561","$1,148,517","$1,116,700",134,71.8%,77,0.8,108%,15.0,20,8
4118,Toronto W03,76,"$68,350,387","$899,347","$875,750",131,64.4%,75,1.2,105%,20.0,20,8
4119,Toronto W04,99,"$79,844,651","$806,512","$746,000",179,58.9%,180,1.8,102%,25.0,20,8
4120,Toronto W05,112,"$88,083,000","$786,455","$783,500",219,65.7%,215,1.5,100%,21.0,20,8
4121,Toronto W06,168,"$142,783,717","$849,903","$743,500",357,57.2%,377,1.9,101%,26.0,20,8
4122,Toronto W07,26,"$36,000,399","$1,384,631","$1,274,500",58,59.0%,36,1.5,104%,13.0,20,8
4123,Toronto W08,184,"$191,175,150","$1,038,995","$692,500",341,59.2%,315,1.6,100%,25.0,20,8
4124,Toronto W09,42,"$34,249,325","$815,460","$823,550",84,59.2%,85,1.8,103%,26.0,20,8
4125,Toronto W10,92,"$60,174,350","$654,069","$541,500",117,70.0%,100,1.2,101%,25.0,20,8
4126,Toronto Central,"1,441","$1,652,232,229","$1,146,587","$755,000","3,995",49.9%,"4,510",2.2,99%,28.0,20,8
4127,Toronto C01,402,"$350,032,465","$870,728","$707,500","1,338",47.0%,"1,579",2.2,102%,28.0,20,8
4128,Toronto C02,75,"$123,787,654","$1,650,502","$1,260,000",239,44.0%,298,2.8,100%,32.0,20,8
4129,Toronto C03,43,"$67,351,128","$1,566,305","$1,230,000",98,55.3%,108,1.9,101%,23.0,20,8
4130,Toronto C04,74,"$151,415,475","$2,046,155","$1,842,500",151,52.0%,149,2.1,100%,29.0,20,8
4131,Toronto C06,43,"$50,070,313","$1,164,426","$1,038,000",89,51.0%,78,2.2,101%,25.0,20,8
4132,Toronto C07,103,"$94,771,868","$920,115","$705,000",240,52.8%,254,2.3,101%,26.0,20,8
4133,Toronto C08,189,"$145,577,870","$770,253","$675,000",657,46.7%,726,2.1,101%,28.0,20,8
4134,Toronto C09,32,"$86,459,438","$2,701,857","$2,067,500",59,51.9%,74,2.5,97%,38.0,20,8
4135,Toronto C10,58,"$60,783,255","$1,047,987","$754,000",192,53.2%,190,1.7,100%,22.0,20,8
4136,Toronto C11,46,"$49,329,930","$1,072,390","$588,500",77,60.8%,67,1.7,103%,18.0,20,8
4137,Toronto C12,35,"$131,488,300","$3,756,809","$2,055,000",87,36.6%,155,5.7,89%,51.0,20,8
4138,Toronto C13,71,"$99,058,531","$1,395,191","$1,075,000",144,57.3%,151,2.0,99%,29.0,20,8
4139,Toronto C14,125,"$124,540,502","$996,324","$698,800",271,53.4%,332,2.3,99%,27.0,20,8
4140,Toronto C15,145,"$117,565,500","$810,797","$665,000",353,57.3%,349,1.9,100%,25.0,20,8
4141,Toronto East,985,"$903,704,478","$917,466","$860,000","1,663",65.9%,"1,144",1.1,106%,18.0,20,8
4142,Toronto E01,85,"$100,552,564","$1,182,971","$1,125,000",158,65.1%,88,0.8,112%,14.0,20,8
4143,Toronto E02,83,"$111,455,668","$1,342,839","$1,225,000",161,56.1%,90,1.1,108%,11.0,20,8
4144,Toronto E03,114,"$128,776,599","$1,129,619","$1,095,393",176,63.9%,116,1.1,109%,17.0,20,8
4145,Toronto E04,128,"$101,096,202","$789,814","$810,000",197,71.4%,108,0.9,106%,16.0,20,8
4146,Toronto E05,101,"$87,093,744","$862,314","$858,000",161,68.6%,125,1.2,103%,22.0,20,8
4147,Toronto E06,49,"$50,677,900","$1,034,243","$930,000",64,61.3%,54,1.5,101%,22.0,20,8
4148,Toronto E07,90,"$62,821,476","$698,016","$686,900",154,69.4%,125,1.1,105%,23.0,20,8
4149,Toronto E08,64,"$57,735,466","$902,117","$860,000",130,59.3%,116,1.7,103%,28.0,20,8
4150,Toronto E09,112,"$80,796,774","$721,400","$766,500",200,70.3%,140,0.9,105%,17.0,20,8
4151,Toronto E10,69,"$64,418,088","$933,595","$912,000",103,66.1%,79,1.5,104%,19.0,20,8
4152,TREB Total,"11,083","$10,648,237,246","$960,772","$830,251","20,420",60.4%,"18,167",1.7,101%,22.0,20,9
4153,City of Toronto Total,"3,555","$3,633,390,955","$1,022,051","$840,000","8,689",54.6%,"8,586",1.8,102%,23.0,20,9
